GameID,Date,Hometeam,Awayteam,Homescore,Awayscore,HFTA,AFTA,Ref,Ref,Ref
168,2015-11-18,HOU,POR,108,103,35,29,Marc Davis,Mitchell Ervin,Scott Wall
169,2015-11-18,OKC,NOP,110,103,40,9,Mark Ayotte,Tre Maddox,Ed Malloy
170,2015-11-18,ORL,MIN,104,101,21,30,Derrick Collins,Monty McCutchen,Eli Roe
171,2015-11-18,PHI,IND,85,112,16,20,Bennie Adams,Tyler Ford,Scott Foster
172,2015-11-18,PHO,CHI,97,103,21,14,Dan Crawford,Kevin Cutler,James Williams
173,2015-11-18,SAS,DEN,109,98,20,18,James Capers,Rodney Mott,C.J. Washington
174,2015-11-18,UTA,TOR,93,89,22,18,Kane Fitzgerald,Jason Phillips,Dedric Taylor
175,2015-11-19,CLE,MIL,115,100,30,26,David Guthrie,Lauren Holtkamp,Tom Washington
176,2015-11-19,LAC,GSW,117,124,24,36,Ron Garretson,Scott Twardoski,Gary Zielinski
177,2015-11-19,MIA,SAC,116,109,33,20,Nick Buchert,J.T. Orr,Bill Spooner
178,2015-11-20,BOS,BRK,120,95,10,24,Bennie Adams,Mike Callahan,Tyler Ford
179,2015-11-20,CHO,PHI,113,88,22,22,James Capers,Pat Fraher,Brett Nansel
180,2015-11-20,DAL,UTA,102,93,17,21,Scott Foster,Tre Maddox,Rodney Mott
181,2015-11-20,DEN,PHO,107,114,26,25,Marc Davis,Karl Lane,Eric Lewis
182,2015-11-20,GSW,CHI,106,94,24,23,Brent Barnaky,Jason Phillips,Derek Richardson
183,2015-11-20,LAL,TOR,91,102,17,24,Dan Crawford,Gediminas Petraitis,Leroy Richardson
184,2015-11-20,MEM,HOU,96,84,19,37,Mark Lindsay,Kevin Scott,Zach Zarba
185,2015-11-20,MIN,DET,86,96,25,13,Mark Ayotte,Eric Dalen,Derrick Stafford
186,2015-11-20,NOP,SAS,104,90,17,16,Tony Brown,Kevin Cutler,Ken Mauer
187,2015-11-20,OKC,NYK,90,93,23,23,Derrick Collins,Brian Forte,Sean Wright
188,2015-11-20,POR,LAC,102,91,24,16,Kane Fitzgerald,Bill Kennedy,Dedric Taylor
189,2015-11-21,CLE,ATL,109,97,19,25,Mark Ayotte,Tony Brothers,Ben Taylor
190,2015-11-21,DET,WAS,95,97,21,20,Matt Boland,Mitchell Ervin,Monty McCutchen
191,2015-11-21,HOU,NYK,102,107,28,34,Nick Buchert,Ron Garretson,J.T. Orr
192,2015-11-21,IND,MIL,123,86,23,19,Courtney Kirkland,Ed Malloy,Brett Nansel
193,2015-11-21,MIA,PHI,96,91,45,24,John Goble,Scott Wall,C.J. Washington
194,2015-11-21,ORL,SAC,91,97,8,31,Curtis Blair,Josh Tiven,Tom Washington
195,2015-11-21,SAS,MEM,92,82,22,17,Tre Maddox,Bill Spooner,James Williams
196,2015-11-22,BRK,BOS,111,101,33,21,James Capers,Kevin Cutler,David Guthrie
197,2015-11-22,DEN,GSW,105,118,35,13,Dan Crawford,Gediminas Petraitis,Leroy Richardson
198,2015-11-22,LAC,TOR,80,91,20,31,Scott Foster,Mark Lindsay,Derek Richardson
199,2015-11-22,LAL,POR,93,107,27,17,Brent Barnaky,Eric Lewis,Justin Van Duyne
200,2015-11-22,NOP,PHO,122,116,40,33,Pat Fraher,Rodney Mott,Eli Roe
201,2015-11-22,OKC,DAL,117,114,18,28,Eric Dalen,Derrick Stafford,Gary Zielinski
202,2015-11-23,CHO,SAC,127,122,26,16,Steve Anderson,Jason Phillips,James Williams
203,2015-11-23,CLE,ORL,117,103,22,21,John Goble,Bill Kennedy,Leon Wood
204,2015-11-23,MIA,NYK,95,78,36,21,Lauren Holtkamp,Ken Mauer,Josh Tiven
205,2015-11-23,MIL,DET,109,88,17,24,Sean Corbin,Scott Twardoski,Sean Wright
