GameID,Date,Hometeam,Awayteam,Homescore,Awayscore
1169,2017-04-05,LAC,DAL,112,101
1170,2017-04-05,MEM,OKC,100,103
1171,2017-04-05,PHO,GSW,111,120
1172,2017-04-05,SAS,LAL,95,102
1173,2017-04-06,ATL,BOS,123,116
1174,2017-04-06,IND,MIL,104,89
1175,2017-04-06,NYK,WAS,103,106
1176,2017-04-06,ORL,BRK,115,107
1177,2017-04-06,PHI,CHI,90,102
1178,2017-04-06,POR,MIN,105,98
1179,2017-04-07,CLE,ATL,100,114
1180,2017-04-07,DAL,SAS,89,102
1181,2017-04-07,DEN,NOP,122,106
1182,2017-04-07,HOU,DET,109,114
1183,2017-04-07,LAL,SAC,98,94
1184,2017-04-07,MEM,NYK,101,88
1185,2017-04-07,PHO,OKC,120,99
1186,2017-04-07,TOR,MIA,96,94
1187,2017-04-07,UTA,MIN,120,113
1188,2017-04-08,BRK,CHI,107,106
1189,2017-04-08,CHO,BOS,114,121
1190,2017-04-08,GSW,NOP,123,101
1191,2017-04-08,ORL,IND,112,127
1192,2017-04-08,PHI,MIL,82,90
1193,2017-04-08,POR,UTA,101,86
1194,2017-04-08,SAS,LAC,87,98
1195,2017-04-08,WAS,MIA,103,106
1196,2017-04-09,ATL,CLE,126,125
1197,2017-04-09,DEN,OKC,105,106
1198,2017-04-09,LAL,MIN,110,109
1199,2017-04-09,MEM,DET,90,103
1200,2017-04-09,NYK,TOR,97,110
1201,2017-04-09,PHO,DAL,124,111
1202,2017-04-09,SAC,HOU,128,135
1203,2017-04-10,BOS,BRK,114,105
1204,2017-04-10,CHI,ORL,122,75
1205,2017-04-10,DET,WAS,101,105
1206,2017-04-10,GSW,UTA,99,105
1207,2017-04-10,LAC,HOU,125,96
1208,2017-04-10,MIA,CLE,124,121
1209,2017-04-10,MIL,CHO,89,79
1210,2017-04-10,PHI,IND,111,120
1211,2017-04-10,POR,SAS,99,98
1212,2017-04-11,ATL,CHO,103,76
1213,2017-04-11,DAL,DEN,91,109
1214,2017-04-11,LAL,NOP,108,96
1215,2017-04-11,MIN,OKC,98,100
1216,2017-04-11,SAC,PHO,129,104
1217,2017-04-12,BOS,MIL,112,94
1218,2017-04-12,CHI,BRK,112,73
1219,2017-04-12,CLE,TOR,83,98
1220,2017-04-12,GSW,LAL,109,94
1221,2017-04-12,HOU,MIN,123,118
1222,2017-04-12,IND,ATL,104,86
1223,2017-04-12,LAC,SAC,115,95
1224,2017-04-12,MEM,DAL,93,100
1225,2017-04-12,MIA,WAS,110,102
1226,2017-04-12,NYK,PHI,114,113
1227,2017-04-12,OKC,DEN,105,111
1228,2017-04-12,ORL,DET,113,109
1229,2017-04-12,POR,NOP,100,103
1230,2017-04-12,UTA,SAS,101,97
