GameID,Date,Hometeam,Awayteam,Homescore,Awayscore,HFTA,AFTA,Ref,Ref,Ref
207,2016-11-21,WAS,PHO,106,101,34,15,Rodney Mott,Derek Richardson,Michael Smith
208,2016-11-22,ATL,NOP,94,112,10,12,J.T. Orr,Josh Tiven,James Williams
209,2016-11-22,DEN,CHI,110,107,17,18,Brent Barnaky,Ron Garretson,Brett Nansel
210,2016-11-22,LAL,OKC,111,109,16,11,Marc Davis,Mark Lindsay,Scott Twardoski
211,2016-11-22,NYK,POR,107,103,8,26,Derrick Collins,Monty McCutchen,Ben Taylor
212,2016-11-23,BRK,BOS,92,111,22,8,Curtis Blair,Sean Corbin,Jason Phillips
213,2016-11-23,CHO,SAS,114,119,18,20,Eric Dalen,Monty McCutchen,Rodney Mott
214,2016-11-23,CLE,POR,137,125,27,19,Dan Crawford,Tyler Ford,James Williams
215,2016-11-23,DAL,LAC,104,124,18,31,Brian Forte,Marat Kogut,Tom Washington
216,2016-11-23,DET,MIA,107,84,25,30,Kane Fitzgerald,Leroy Richardson,Justin Van Duyne
217,2016-11-23,GSW,LAL,149,106,35,22,Steve Anderson,Brent Barnaky,James Capers
218,2016-11-23,HOU,TOR,102,115,12,21,Bennie Adams,Mark Ayotte,Bill Spooner
219,2016-11-23,IND,ATL,85,96,14,22,Mike Callahan,Tre Maddox,Michael Smith
220,2016-11-23,NOP,MIN,117,96,23,33,Karl Lane,Ken Mauer,Kevin Scott
221,2016-11-23,ORL,PHO,87,92,23,22,Tony Brothers,Aaron Smith,Leon Wood
222,2016-11-23,PHI,MEM,99,104,23,24,Nick Buchert,Pat Fraher,Derek Richardson
223,2016-11-23,SAC,OKC,116,101,17,38,Mitchell Ervin,John Goble,Derrick Stafford
224,2016-11-23,UTA,DEN,108,83,31,31,Scott Foster,Mark Lindsay,Dedric Taylor
225,2016-11-25,BOS,SAS,103,109,9,25,Marc Davis,Kane Fitzgerald,Justin Van Duyne
226,2016-11-25,CLE,DAL,128,90,24,12,Mike Callahan,Derrick Collins,Kevin Cutler
227,2016-11-25,DEN,OKC,129,132,27,29,Mark Ayotte,Ed Malloy,Gediminas Petraitis
228,2016-11-25,DET,LAC,108,97,7,26,Curtis Blair,Courtney Kirkland,Michael Smith
229,2016-11-25,IND,BRK,118,97,16,23,Tyler Ford,Leroy Richardson,Zach Zarba
230,2016-11-25,LAL,GSW,85,109,23,17,Tony Brown,Mitchell Ervin,Derrick Stafford
231,2016-11-25,MEM,MIA,81,90,23,18,Bennie Adams,Monty McCutchen,Aaron Smith
232,2016-11-25,MIL,TOR,99,105,12,19,Pat Fraher,Bill Kennedy,Ben Taylor
233,2016-11-25,NYK,CHO,113,111,13,27,Nick Buchert,Marat Kogut,James Williams
234,2016-11-25,ORL,WAS,91,94,20,10,Eric Dalen,Jason Phillips,Phenizee Ransom
235,2016-11-25,PHI,CHI,89,105,22,26,Tony Brothers,Sean Corbin,Jacyn Goble
236,2016-11-25,PHO,MIN,85,98,21,25,Brent Barnaky,John Goble,Dedric Taylor
237,2016-11-25,POR,NOP,119,104,17,29,Brian Forte,Scott Foster,Haywoode Workman
238,2016-11-25,SAC,HOU,104,117,21,20,Mark Lindsay,Tre Maddox,Rodney Mott
239,2016-11-25,UTA,ATL,95,68,18,12,Steve Anderson,James Capers,Gary Zielinski
240,2016-11-26,CHO,NYK,107,102,42,20,Tyler Ford,Courtney Kirkland,Jason Phillips
241,2016-11-26,GSW,MIN,115,102,17,12,Brian Forte,Bill Spooner,Haywoode Workman
242,2016-11-26,MIA,MEM,107,110,24,33,Karl Lane,Brett Nansel,Tom Washington
243,2016-11-26,OKC,DET,106,88,26,17,Dan Crawford,Ron Garretson,C.J. Washington
244,2016-11-26,WAS,SAS,100,112,14,29,Lauren Holtkamp,Ken Mauer,Kevin Scott
245,2016-11-27,BRK,SAC,105,122,14,22,Kevin Cutler,Kane Fitzgerald,James Williams
246,2016-11-27,DAL,NOP,91,81,20,18,Nick Buchert,Monty McCutchen,Derek Richardson
247,2016-11-27,IND,LAC,91,70,7,27,Sean Corbin,Jason Goldenberg,Bill Kennedy
248,2016-11-27,LAL,ATL,109,94,20,10,John Goble,Ed Malloy,Gediminas Petraitis
249,2016-11-27,ORL,MIL,96,104,17,20,Mike Callahan,Derrick Collins,Brett Nansel
250,2016-11-27,PHI,CLE,108,112,10,28,Marc Davis,Michael Smith,Ben Taylor
251,2016-11-27,PHO,DEN,114,120,36,32,Tony Brown,Mitchell Ervin,Derrick Stafford
